Position,Coverage
4139,200.00
4140,200.00
4141,204.00
4142,203.00
4143,208.00
4144,210.00
4145,211.00
4146,214.00
4147,212.00
4148,210.00
4149,213.00
4150,216.00
4151,217.00
4152,219.00
4153,220.00
4154,223.00
4155,223.00
4156,223.00
4157,223.00
4158,223.00
4159,222.00
4160,213.00
4161,210.00
4162,212.00
4163,213.00
4164,215.00
4165,211.00
4166,213.00
4167,217.00
4168,218.00
4169,220.00
4170,224.00
4171,224.00
4172,223.00
4173,223.00
4174,226.00
4175,214.00
4176,213.00
4177,214.00
4178,215.00
4179,216.00
4180,217.00
4181,218.00
4182,219.00
4183,217.00
4184,216.00
4185,215.00
4186,210.00
4187,210.00
4188,210.00
4189,210.00
4190,207.00
4191,208.00
4192,209.00
4193,212.00
4194,213.00
4195,212.00
4196,213.00
4197,213.00
4198,212.00
4199,217.00
4200,220.00
4201,220.00
4202,220.00
4203,220.00
4204,221.00
4205,221.00
4206,217.00
4207,216.00
4208,215.00
4209,215.00
4210,215.00
4211,215.00
4212,216.00
4213,217.00
4214,217.00
4215,214.00
4216,213.00
4217,213.00
4218,218.00
4219,224.00
4220,233.00
4221,234.00
4222,234.00
4223,235.00
4224,234.00
4225,236.00
4226,246.00
4227,248.00
4228,247.00
4229,252.00
4230,257.00
4231,258.00
4232,255.00
4233,258.00
4234,256.00
4235,250.00
4236,247.00
4237,247.00
4238,249.00
4239,252.00
4240,252.00
4241,253.00
4242,253.00
4243,255.00
4244,252.00
4245,259.00
4246,257.00
4247,260.00
4248,262.00
4249,262.00
4250,263.00
4251,262.00
4252,258.00
4253,259.00
4254,259.00
4255,259.00
4256,259.00
4257,259.00
4258,263.00
4259,263.00
4260,266.00
4261,263.00
4262,265.00
4263,263.00
4264,257.00
4265,257.00
4266,254.00
4267,254.00
4268,258.00
4269,259.00
4270,261.00
4271,258.00
4272,260.00
4273,260.00
4274,263.00
4275,266.00
4276,265.00
4277,266.00
4278,268.00
4279,271.00
4280,275.00
4281,277.00
4282,278.00
4283,274.00
4284,274.00
4285,271.00
4286,271.00
4287,271.00
4288,273.00
4289,275.00
4290,271.00
4291,267.00
4292,262.00
4293,263.00
4294,260.00
4295,257.00
4296,256.00
4297,254.00
4298,255.00
4299,259.00
4300,255.00
4301,255.00
4302,262.00
4303,260.00
4304,259.00
4305,256.00
4306,254.00
4307,254.00
4308,254.00
4309,254.00
4310,254.00
4311,252.00
4312,252.00
4313,250.00
4314,247.00
4315,246.00
4316,250.00
4317,251.00
4318,246.00
4319,247.00
4320,244.00
4321,243.00
4322,249.00
4323,248.00
4324,248.00
4325,243.00
4326,243.00
4327,246.00
4328,246.00
4329,245.00
4330,246.00
4331,245.00
4332,244.00
4333,243.00
4334,245.00
4335,245.00
4336,245.00
4337,244.00
4338,242.00
4339,243.00
4340,242.00
4341,245.00
4342,249.00
4343,246.00
4344,254.00
4345,253.00
4346,255.00
4347,256.00
4348,259.00
4349,258.00
4350,254.00
4351,248.00
4352,252.00
4353,255.00
4354,255.00
4355,255.00
4356,256.00
4357,256.00
4358,257.00
4359,259.00
4360,259.00
4361,260.00
4362,258.00
4363,255.00
4364,255.00
4365,255.00
4366,261.00
4367,263.00
4368,271.00
4369,266.00
4370,264.00
4371,256.00
4372,257.00
4373,261.00
4374,262.00
4375,265.00
4376,261.00
4377,248.00
4378,246.00
4379,245.00
4380,236.00
4381,229.00
4382,228.00
4383,229.00
4384,230.00
4385,238.00
4386,238.00
4387,239.00
4388,239.00
4389,239.00
4390,238.00
4391,242.00
4392,241.00
4393,248.00
4394,248.00
4395,250.00
4396,245.00
4397,247.00
4398,247.00
4399,250.00
4400,249.00
4401,249.00
4402,249.00
4403,248.00
4404,245.00
4405,245.00
4406,245.00
4407,246.00
4408,251.00
4409,250.00
4410,250.00
4411,247.00
4412,247.00
4413,246.00
4414,247.00
4415,247.00
4416,246.00
4417,245.00
4418,240.00
4419,237.00
4420,237.00
4421,235.00
4422,234.00
4423,232.00
4424,230.00
4425,226.00
4426,222.00
4427,223.00
4428,223.00
4429,221.00
4430,217.00
4431,212.00
4432,210.00
4433,211.00
4434,211.00
4435,211.00
4436,210.00
4437,208.00
4438,208.00
4439,208.00
4440,205.00
4441,204.00
4442,204.00
4443,204.00
4444,204.00
4445,202.00
4446,199.00
4447,197.00
4448,197.00
4449,195.00
4450,191.00
4451,191.00
4452,190.00
4453,184.00
4454,184.00
4455,181.00
4456,179.00
4457,178.00
4458,177.00
4459,175.00
4460,175.00
4461,175.00
4462,175.00
4463,176.00
4464,175.00
4465,173.00
4466,167.00
4467,162.00
4468,157.00
4469,154.00
4470,153.00
4471,153.00
4472,150.00
4473,149.00
4474,149.00
4475,149.00
4476,149.00
4477,149.00
4478,148.00
4479,146.00
4480,145.00
4481,142.00
4482,141.00
4483,141.00
4484,140.00
4485,138.00
4486,138.00
4487,138.00
4488,138.00
4489,137.00
4490,135.00
4491,134.00
4492,132.00
4493,132.00
4494,132.00
4495,129.00
4496,129.00
4497,128.00
4498,124.00
4499,117.00
4500,117.00
4501,114.00
4502,112.00
4503,108.00
4504,105.00
4505,105.00
4506,105.00
4507,105.00
4508,105.00
4509,105.00
4510,101.00
4511,100.00
4512,98.00
4513,98.00
4514,97.00
4515,95.00
4516,95.00
4517,87.00
4518,82.00
4519,75.00
4520,75.00
4521,70.00
4522,69.00
4523,65.00
4524,62.00
4525,59.00
4526,57.00
4527,53.00
4528,49.00
4529,46.00
4530,46.00
4531,46.00
4532,46.00
4533,45.00
4534,44.00
4535,42.00
4536,38.00
4537,38.00
4538,37.00
4539,37.00
4540,36.00
4541,36.00
4542,34.00
4543,33.00
4544,24.00
4545,19.00
4546,15.00
4547,10.00
4548,10.00
4549,5.00
4550,2.00
4551,2.00
4552,2.00
4553,1.00
4554,1.00
4555,1.00
4556,1.00
4557,1.00
4558,0.00
4559,0.00
4560,0.00
4561,0.00
4562,0.00
4563,0.00
4564,0.00
4565,0.00
4566,0.00
4567,0.00
4568,0.00
4569,0.00
4570,0.00
4571,0.00
4572,0.00
4573,0.00
4574,0.00
4575,0.00
4576,0.00
4577,0.00
4578,0.00
4579,0.00
4580,0.00
4581,0.00
4582,0.00
4583,0.00
4584,0.00
4585,0.00
4586,0.00
4587,0.00
4588,0.00
4589,1.00
4590,1.00
4591,1.00
4592,1.00
4593,1.00
4594,3.00
4595,3.00
4596,3.00
4597,3.00
4598,5.00
4599,9.00
4600,12.00
4601,16.00
4602,19.00
4603,23.00
4604,26.00
4605,31.00
4606,32.00
4607,37.00
4608,39.00
4609,41.00
4610,42.00
4611,42.00
4612,44.00
4613,44.00
4614,47.00
4615,51.00
4616,54.00
4617,54.00
4618,54.00
4619,58.00
4620,61.00
4621,66.00
4622,74.00
4623,76.00
4624,77.00
4625,78.00
4626,79.00
4627,79.00
4628,81.00
4629,86.00
4630,87.00
4631,89.00
4632,94.00
4633,96.00
4634,97.00
4635,98.00
4636,99.00
4637,99.00
4638,99.00
4639,99.00
4640,101.00
4641,104.00
4642,105.00
4643,109.00
4644,110.00
4645,111.00
4646,113.00
4647,117.00
4648,119.00
4649,123.00
4650,123.00
4651,130.00
4652,134.00
4653,134.00
4654,140.00
4655,140.00
4656,146.00
4657,151.00
4658,154.00
4659,158.00
4660,162.00
4661,162.00
4662,162.00
4663,167.00
4664,167.00
4665,167.00
4666,167.00
4667,169.00
4668,169.00
4669,177.00
4670,190.00
4671,195.00
4672,195.00
4673,196.00
4674,206.00
4675,209.00
4676,211.00
4677,217.00
4678,217.00
4679,218.00
4680,220.00
4681,224.00
4682,224.00
4683,226.00
4684,230.00
4685,233.00
4686,233.00
4687,236.00
4688,236.00
4689,238.00
4690,240.00
4691,246.00
4692,252.00
4693,255.00
4694,257.00
4695,257.00
4696,266.00
4697,266.00
4698,266.00
4699,266.00
4700,267.00
4701,267.00
4702,268.00
4703,271.00
4704,271.00
4705,274.00
4706,277.00
4707,278.00
4708,278.00
4709,278.00
4710,278.00
4711,278.00
4712,278.00
4713,281.00
4714,283.00
4715,292.00
4716,292.00
4717,302.00
4718,314.00
4719,317.00
4720,323.00
4721,335.00
4722,339.00
4723,354.00
4724,356.00
4725,357.00
4726,359.00
4727,360.00
4728,360.00
4729,361.00
4730,361.00
4731,364.00
4732,367.00
4733,367.00
4734,366.00
4735,365.00
4736,364.00
4737,368.00
4738,366.00
4739,373.00
4740,374.00
4741,383.00
4742,402.00
4743,405.00
4744,410.00
4745,410.00
4746,416.00
4747,416.00
4748,427.00
4749,429.00
4750,432.00
4751,432.00
4752,432.00
4753,433.00
4754,434.00
4755,433.00
4756,459.00
4757,469.00
4758,464.00
4759,466.00
4760,465.00
4761,465.00
4762,466.00
4763,463.00
4764,475.00
4765,474.00
4766,472.00
4767,485.00
4768,487.00
4769,489.00
4770,488.00
4771,486.00
4772,480.00
4773,466.00
4774,466.00
4775,470.00
4776,474.00
4777,476.00
4778,484.00
4779,486.00
4780,489.00
4781,491.00
4782,493.00
4783,486.00
4784,496.00
4785,496.00
4786,514.00
4787,521.00
4788,527.00
4789,531.00
4790,542.00
4791,551.00
4792,549.00
4793,554.00
4794,556.00
4795,557.00
4796,558.00
4797,562.00
4798,559.00
4799,560.00
4800,558.00
4801,561.00
4802,562.00
4803,566.00
4804,569.00
4805,567.00
4806,567.00
4807,561.00
4808,561.00
4809,570.00
4810,570.00
4811,572.00
4812,610.00
4813,622.00
4814,618.00
4815,618.00
4816,620.00
4817,628.00
4818,627.00
4819,634.00
4820,630.00
4821,635.00
4822,641.00
4823,643.00
4824,643.00
4825,642.00
4826,647.00
4827,647.00
4828,644.00
4829,644.00
4830,646.00
4831,653.00
4832,654.00
4833,654.00
4834,654.00
4835,658.00
4836,659.00
4837,662.00
4838,661.00
4839,661.00
4840,660.00
4841,661.00
4842,666.00
4843,666.00
4844,671.00
4845,673.00
4846,671.00
4847,666.00
4848,670.00
4849,670.00
4850,672.00
4851,673.00
4852,676.00
4853,675.00
4854,673.00
4855,673.00
4856,667.00
4857,668.00
4858,683.00
4859,702.00
4860,708.00
4861,711.00
4862,712.00
4863,711.00
4864,715.00
4865,714.00
4866,713.00
4867,712.00
4868,711.00
4869,711.00
4870,713.00
4871,708.00
4872,696.00
4873,692.00
4874,678.00
4875,679.00
4876,685.00
4877,687.00
4878,689.00
4879,709.00
4880,729.00
4881,729.00
4882,728.00
4883,730.00
4884,735.00
4885,736.00
4886,740.00
4887,747.00
4888,749.00
4889,761.00
4890,760.00
4891,757.00
4892,750.00
4893,736.00
4894,736.00
4895,740.00
4896,742.00
4897,738.00
4898,752.00
4899,742.00
4900,738.00
4901,735.00
4902,734.00
4903,756.00
4904,752.00
4905,755.00
4906,754.00
4907,752.00
4908,747.00
4909,766.00
4910,771.00
4911,781.00
4912,785.00
4913,791.00
4914,818.00
4915,815.00
4916,830.00
4917,831.00
4918,813.00
4919,829.00
4920,839.00
4921,841.00
4922,842.00
4923,843.00
4924,844.00
4925,847.00
4926,849.00
4927,842.00
4928,844.00
4929,850.00
4930,855.00
4931,853.00
4932,851.00
4933,857.00
4934,875.00
4935,881.00
4936,877.00
4937,867.00
4938,875.00
4939,878.00
4940,886.00
4941,874.00
4942,883.00
4943,890.00
4944,888.00
4945,885.00
4946,895.00
4947,897.00
4948,890.00
4949,898.00
4950,896.00
4951,896.00
4952,906.00
4953,910.00
4954,905.00
4955,903.00
4956,912.00
4957,914.00
4958,938.00
4959,946.00
4960,942.00
4961,943.00
4962,941.00
4963,925.00
4964,933.00
4965,937.00
4966,941.00
4967,945.00
4968,938.00
4969,938.00
4970,933.00
4971,935.00
4972,928.00
4973,950.00
4974,957.00
4975,960.00
4976,954.00
4977,958.00
4978,957.00
4979,960.00
4980,967.00
4981,971.00
4982,973.00
4983,998.00
4984,1002.00
4985,1004.00
4986,1005.00
4987,1010.00
4988,1007.00
4989,1008.00
4990,1010.00
4991,1011.00
4992,1013.00
4993,1014.00
4994,1014.00
4995,1010.00
4996,1017.00
4997,1015.00
4998,1012.00
4999,1011.00
5000,1017.00
5001,1014.00
5002,1013.00
5003,1014.00
5004,1026.00
5005,1030.00
5006,1040.00
5007,1054.00
5008,1054.00
5009,1047.00
5010,1026.00
5011,1018.00
5012,1012.00
5013,1014.00
5014,1015.00
5015,1019.00
5016,1020.00
5017,1013.00
5018,1015.00
5019,1010.00
5020,996.00
5021,989.00
5022,1004.00
5023,1005.00
5024,1008.00
5025,1008.00
5026,1007.00
5027,1004.00
5028,994.00
5029,997.00
5030,985.00
5031,977.00
5032,980.00
5033,981.00
5034,976.00
5035,975.00
5036,972.00
5037,971.00
5038,960.00
5039,952.00
5040,958.00
5041,959.00
5042,963.00
5043,966.00
5044,964.00
5045,964.00
5046,947.00
5047,943.00
5048,947.00
5049,947.00
5050,947.00
5051,962.00
5052,963.00
5053,977.00
5054,978.00
5055,978.00
5056,960.00
5057,954.00
5058,929.00
5059,927.00
5060,891.00
5061,886.00
5062,883.00
5063,882.00
5064,886.00
5065,867.00
5066,863.00
5067,836.00
5068,837.00
5069,840.00
5070,829.00
5071,809.00
5072,814.00
5073,814.00
5074,813.00
5075,816.00
5076,822.00
5077,818.00
5078,824.00
5079,825.00
5080,828.00
5081,824.00
5082,816.00
5083,823.00
5084,808.00
5085,803.00
5086,795.00
5087,792.00
5088,775.00
5089,752.00
5090,746.00
5091,736.00
5092,716.00
5093,699.00
5094,696.00
5095,696.00
5096,721.00
5097,716.00
5098,719.00
5099,720.00
5100,717.00
5101,717.00
5102,716.00
5103,706.00
5104,699.00
5105,699.00
5106,704.00
5107,705.00
5108,705.00
5109,688.00
5110,688.00
5111,695.00
5112,717.00
5113,712.00
5114,720.00
5115,748.00
5116,759.00
5117,761.00
5118,761.00
5119,772.00
5120,777.00
5121,783.00
5122,781.00
5123,777.00
5124,748.00
5125,753.00
5126,750.00
5127,742.00
5128,744.00
5129,754.00
5130,762.00
5131,755.00
5132,769.00
5133,764.00
5134,800.00
5135,806.00
5136,807.00
5137,799.00
5138,802.00
5139,834.00
5140,833.00
5141,829.00
5142,834.00
5143,838.00
5144,847.00
5145,849.00
5146,857.00
5147,861.00
5148,870.00
5149,887.00
5150,890.00
5151,888.00
5152,896.00
5153,901.00
5154,915.00
5155,919.00
5156,930.00
5157,940.00
5158,926.00
5159,928.00
5160,928.00
5161,929.00
5162,932.00
5163,934.00
5164,941.00
5165,952.00
5166,950.00
5167,964.00
5168,968.00
5169,987.00
5170,985.00
5171,985.00
5172,999.00
5173,985.00
5174,991.00
5175,989.00
5176,993.00
5177,992.00
5178,988.00
5179,993.00
5180,1002.00
5181,1017.00
5182,1018.00
5183,1037.00
5184,1062.00
5185,1060.00
5186,1082.00
5187,1088.00
5188,1091.00
5189,1098.00
5190,1097.00
5191,1096.00
5192,1107.00
5193,1111.00
5194,1106.00
5195,1101.00
5196,1102.00
5197,1099.00
5198,1116.00
5199,1112.00
5200,1113.00
5201,1118.00
5202,1116.00
5203,1123.00
5204,1116.00
5205,1101.00
5206,1100.00
5207,1101.00
5208,1112.00
5209,1121.00
5210,1124.00
5211,1135.00
5212,1134.00
5213,1130.00
5214,1134.00
5215,1126.00
5216,1125.00
5217,1130.00
5218,1132.00
5219,1139.00
5220,1141.00
5221,1147.00
5222,1144.00
5223,1130.00
5224,1140.00
5225,1139.00
5226,1167.00
5227,1169.00
5228,1207.00
5229,1209.00
5230,1215.00
5231,1221.00
5232,1236.00
5233,1223.00
5234,1228.00
5235,1231.00
5236,1232.00
5237,1234.00
5238,1244.00
5239,1245.00
5240,1244.00
5241,1242.00
5242,1237.00
5243,1238.00
5244,1235.00
5245,1237.00
5246,1254.00
5247,1252.00
5248,1260.00
5249,1280.00
5250,1282.00
5251,1290.00
5252,1301.00
5253,1304.00
5254,1321.00
5255,1324.00
5256,1341.00
5257,1353.00
5258,1369.00
5259,1388.00
5260,1408.00
5261,1423.00
5262,1417.00
5263,1413.00
5264,1421.00
5265,1417.00
5266,1362.00
5267,1391.00
5268,1406.00
5269,1421.00
5270,1430.00
5271,1429.00
5272,1439.00
5273,1443.00
5274,1450.00
5275,1461.00
5276,1476.00
5277,1496.00
5278,1542.00
5279,1561.00
5280,1566.00
5281,1564.00
5282,1587.00
5283,1566.00
5284,1568.00
5285,1473.00
5286,1506.00
5287,1517.00
5288,1558.00
5289,1611.00
5290,1596.00
5291,1614.00
5292,1619.00
5293,1646.00
5294,1652.00
5295,1649.00
5296,1666.00
5297,1661.00
5298,1672.00
5299,1668.00
5300,1670.00
5301,1673.00
5302,1674.00
5303,1674.00
5304,1664.00
5305,1657.00
5306,1676.00
5307,1672.00
5308,1698.00
5309,1701.00
5310,1696.00
5311,1692.00
5312,1692.00
5313,1709.00
5314,1707.00
5315,1724.00
5316,1730.00
5317,1743.00
5318,1784.00
5319,1843.00
5320,1846.00
5321,1861.00
5322,1856.00
5323,1858.00
5324,1852.00
5325,1853.00
5326,1874.00
5327,1874.00
5328,1896.00
5329,1901.00
5330,1918.00
5331,1907.00
5332,1901.00
5333,1899.00
5334,1873.00
5335,1880.00
5336,1906.00
5337,1924.00
5338,1926.00
5339,1930.00
5340,1946.00
5341,1959.00
5342,1965.00
5343,1955.00
5344,1950.00
5345,1961.00
5346,1965.00
5347,2001.00
5348,2016.00
5349,2000.00
5350,1998.00
5351,1991.00
5352,1989.00
5353,1979.00
5354,2001.00
5355,2011.00
5356,2030.00
5357,2029.00
5358,2053.00
5359,2053.00
5360,2053.00
5361,2067.00
5362,2053.00
5363,2061.00
5364,2082.00
5365,2085.00
5366,2112.00
5367,2125.00
5368,2162.00
5369,2159.00
5370,2174.00
5371,2173.00
5372,2177.00
5373,2185.00
5374,2199.00
5375,2198.00
5376,2198.00
5377,2182.00
5378,2172.00
5379,2136.00
5380,2144.00
5381,2157.00
5382,2145.00
5383,2135.00
5384,2127.00
5385,2123.00
5386,2119.00
5387,2130.00
5388,2132.00
5389,2134.00
5390,2132.00
5391,2182.00
5392,2185.00
5393,2206.00
5394,2209.00
5395,2210.00
5396,2206.00
5397,2189.00
5398,2178.00
5399,2171.00
5400,2151.00
5401,2151.00
5402,2146.00
5403,2139.00
5404,2152.00
5405,2136.00
5406,2133.00
5407,2133.00
5408,2109.00
5409,2115.00
5410,2093.00
5411,2091.00
5412,2072.00
5413,2079.00
5414,2086.00
5415,2096.00
5416,2097.00
5417,2093.00
5418,2053.00
5419,2040.00
5420,2008.00
5421,2003.00
5422,1994.00
5423,1974.00
5424,1972.00
5425,1968.00
5426,1963.00
5427,1933.00
5428,1926.00
5429,1859.00
5430,1832.00
5431,1817.00
5432,1831.00
5433,1821.00
5434,1842.00
5435,1838.00
5436,1838.00
5437,1814.00
5438,1800.00
5439,1749.00
5440,1684.00
5441,1740.00
5442,1748.00
5443,1767.00
5444,1776.00
5445,1768.00
5446,1802.00
5447,1815.00
5448,1890.00
5449,1901.00
5450,1940.00
5451,1955.00
5452,1963.00
5453,1966.00
5454,1962.00
5455,1972.00
5456,1966.00
5457,1954.00
5458,1953.00
5459,1929.00
5460,1940.00
5461,1952.00
5462,1960.00
5463,1973.00
5464,1969.00
5465,1988.00
5466,2005.00
5467,1998.00
5468,2031.00
5469,2022.00
5470,1997.00
5471,2001.00
5472,1993.00
5473,1995.00
5474,2052.00
5475,2180.00
5476,2192.00
5477,2201.00
5478,2214.00
5479,2230.00
5480,2254.00
5481,2243.00
5482,2244.00
5483,2223.00
5484,2227.00
5485,2227.00
5486,2201.00
5487,2198.00
5488,2176.00
5489,2179.00
5490,2184.00
5491,2174.00
5492,2159.00
5493,2169.00
5494,2182.00
5495,2220.00
5496,2220.00
5497,2232.00
5498,2213.00
5499,2207.00
5500,2212.00
5501,2241.00
5502,2248.00
5503,2249.00
5504,2259.00
5505,2261.00
5506,2252.00
5507,2243.00
5508,2242.00
5509,2201.00
5510,2226.00
5511,2214.00
5512,2204.00
5513,2202.00
5514,2199.00
5515,2194.00
5516,2223.00
5517,2210.00
5518,2236.00
5519,2187.00
5520,2189.00
5521,2172.00
5522,2164.00
5523,2151.00
5524,2142.00
5525,2121.00
5526,2115.00
5527,2108.00
5528,2109.00
5529,2108.00
5530,2097.00
5531,2099.00
5532,2088.00
5533,2105.00
5534,2108.00
5535,2122.00
5536,2141.00
5537,2148.00
5538,2150.00
5539,2143.00
5540,2146.00
5541,2152.00
5542,2120.00
5543,2131.00
5544,2140.00
5545,2154.00
5546,2187.00
5547,2195.00
5548,2200.00
5549,2212.00
5550,2208.00
5551,2239.00
5552,2236.00
5553,2255.00
5554,2275.00
5555,2283.00
5556,2323.00
5557,2346.00
5558,2338.00
5559,2347.00
5560,2336.00
5561,2340.00
5562,2334.00
5563,2330.00
5564,2319.00
5565,2292.00
5566,2251.00
5567,2219.00
5568,2225.00
5569,2238.00
5570,2254.00
5571,2266.00
5572,2264.00
5573,2265.00
5574,2267.00
5575,2267.00
5576,2279.00
5577,2269.00
5578,2264.00
5579,2258.00
5580,2245.00
5581,2247.00
5582,2249.00
5583,2235.00
5584,2236.00
5585,2227.00
5586,2253.00
5587,2252.00
5588,2256.00
5589,2250.00
5590,2241.00
5591,2228.00
5592,2128.00
5593,2098.00
5594,2075.00
5595,2041.00
5596,2033.00
5597,1963.00
5598,1932.00
5599,1849.00
5600,1818.00
5601,1803.00
5602,1783.00
5603,1778.00
5604,1778.00
5605,1783.00
5606,1776.00
5607,1776.00
5608,1775.00
5609,1773.00
5610,1771.00
5611,1776.00
5612,1771.00
5613,1769.00
5614,1754.00
5615,1751.00
5616,1734.00
5617,1666.00
5618,1667.00
5619,1588.00
5620,1573.00
5621,1591.00
5622,1585.00
5623,1598.00
5624,1585.00
5625,1518.00
5626,1337.00
5627,1317.00
5628,1304.00
5629,1285.00
5630,1273.00
5631,1259.00
5632,1276.00
5633,1275.00
5634,1280.00
5635,1280.00
5636,1286.00
5637,1285.00
5638,1285.00
5639,1302.00
5640,1315.00
5641,1308.00
5642,1309.00
5643,1327.00
5644,1315.00
5645,1300.00
5646,1286.00
5647,1286.00
5648,1280.00
5649,1295.00
5650,1302.00
5651,1340.00
5652,1372.00
5653,1556.00
5654,1645.00
5655,1658.00
5656,1648.00
5657,1657.00
5658,1638.00
5659,1637.00
5660,1638.00
5661,1624.00
5662,1643.00
5663,1643.00
5664,1639.00
5665,1640.00
5666,1636.00
5667,1627.00
5668,1609.00
5669,1589.00
5670,1582.00
5671,1607.00
5672,1627.00
5673,1642.00
5674,1653.00
5675,1676.00
5676,1681.00
5677,1678.00
5678,1677.00
5679,1680.00
5680,1681.00
5681,1693.00
5682,1700.00
5683,1703.00
5684,1712.00
5685,1730.00
5686,1720.00
5687,1718.00
5688,1715.00
5689,1751.00
5690,1813.00
5691,1858.00
5692,1890.00
5693,1886.00
5694,1938.00
5695,1913.00
5696,1897.00
5697,1870.00
5698,1865.00
5699,1865.00
5700,1861.00
5701,1870.00
5702,1846.00
5703,1854.00
5704,1839.00
5705,1857.00
5706,1836.00
5707,1794.00
5708,1773.00
5709,1777.00
5710,1771.00
5711,1767.00
5712,1783.00
5713,1786.00
5714,1793.00
5715,1793.00
5716,1814.00
5717,1833.00
5718,1842.00
5719,1843.00
5720,1872.00
5721,1861.00
5722,1871.00
5723,1869.00
5724,1866.00
5725,1872.00
5726,1871.00
5727,1873.00
5728,1869.00
5729,1886.00
5730,1892.00
5731,1901.00
5732,1906.00
5733,1913.00
5734,1952.00
5735,1959.00
5736,1960.00
5737,1966.00
5738,1974.00
5739,2004.00
5740,2023.00
5741,2044.00
5742,2060.00
5743,2067.00
5744,2094.00
5745,2094.00
5746,2104.00
5747,2096.00
5748,2101.00
5749,2113.00
5750,2104.00
5751,2103.00
5752,2097.00
5753,2115.00
5754,2122.00
5755,2127.00
5756,2158.00
5757,2162.00
5758,2159.00
5759,2183.00
5760,2186.00
5761,2186.00
5762,2179.00
5763,2189.00
5764,2208.00
5765,2212.00
5766,2213.00
5767,2226.00
5768,2225.00
5769,2274.00
5770,2293.00
5771,2323.00
5772,2318.00
5773,2357.00
5774,2373.00
5775,2405.00
5776,2403.00
5777,2428.00
5778,2427.00
5779,2454.00
5780,2477.00
5781,2473.00
5782,2488.00
5783,2471.00
5784,2477.00
5785,2497.00
5786,2546.00
5787,2609.00
5788,2630.00
5789,2658.00
5790,2662.00
5791,2653.00
5792,2672.00
5793,2664.00
5794,2655.00
5795,2661.00
5796,2668.00
5797,2679.00
5798,2713.00
5799,2723.00
5800,2718.00
5801,2720.00
5802,2689.00
5803,2633.00
5804,2409.00
5805,2288.00
5806,2278.00
5807,2274.00
5808,2411.00
5809,2429.00
5810,2427.00
5811,2425.00
5812,2424.00
5813,2432.00
5814,2437.00
5815,2527.00
5816,2588.00
5817,2597.00
5818,2595.00
5819,2617.00
5820,2630.00
5821,2673.00
5822,2665.00
5823,2675.00
5824,2694.00
5825,2713.00
5826,2723.00
5827,2861.00
5828,2879.00
5829,2961.00
5830,2981.00
5831,3010.00
5832,3035.00
5833,3037.00
5834,3053.00
5835,3040.00
5836,3040.00
5837,3050.00
5838,3040.00
5839,3060.00
5840,3026.00
5841,2997.00
5842,3250.00
5843,3215.00
5844,3272.00
5845,3211.00
5846,3197.00
5847,3223.00
5848,3208.00
5849,3234.00
5850,3291.00
5851,3285.00
5852,3297.00
5853,3323.00
5854,3372.00
5855,3434.00
5856,3421.00
5857,3471.00
5858,3482.00
5859,3606.00
5860,3687.00
5861,3689.00
5862,3728.00
5863,3735.00
5864,3790.00
5865,3833.00
5866,3843.00
5867,3860.00
5868,3854.00
5869,3879.00
5870,3869.00
5871,3849.00
5872,3860.00
5873,3868.00
5874,3920.00
5875,3930.00
5876,3954.00
5877,3960.00
5878,3975.00
5879,4010.00
5880,4030.00
5881,4092.00
5882,4144.00
5883,4149.00
5884,4188.00
5885,4197.00
5886,4200.00
5887,4241.00
5888,4235.00
5889,4356.00
5890,4382.00
5891,4424.00
5892,4450.00
5893,4446.00
5894,4519.00
5895,4547.00
5896,4579.00
5897,4573.00
5898,4588.00
5899,4638.00
5900,4728.00
5901,4774.00
5902,4795.00
5903,4906.00
5904,4943.00
5905,4960.00
5906,4958.00
5907,4958.00
5908,4997.00
5909,5029.00
5910,5020.00
5911,5036.00
5912,5053.00
5913,5053.00
5914,5048.00
5915,5024.00
5916,5024.00
5917,5034.00
5918,5006.00
5919,5027.00
5920,5023.00
5921,5000.00
5922,4993.00
5923,5007.00
5924,4952.00
5925,4934.00
5926,4890.00
5927,4944.00
5928,4920.00
5929,4938.00
5930,4927.00
5931,4965.00
5932,5063.00
5933,5103.00
5934,5171.00
5935,5175.00
5936,5157.00
5937,5117.00
5938,5051.00
5939,5074.00
5940,5065.00
5941,5095.00
5942,5149.00
5943,5150.00
5944,5164.00
5945,5206.00
5946,5227.00
5947,5259.00
5948,5268.00
5949,5257.00
5950,5261.00
5951,5258.00
5952,5245.00
5953,5253.00
5954,5259.00
5955,5311.00
5956,5384.00
5957,5411.00
5958,5448.00
5959,5375.00
5960,5378.00
5961,5390.00
5962,5399.00
5963,5427.00
5964,5422.00
5965,5415.00
5966,5372.00
5967,5331.00
5968,5346.00
5969,5354.00
5970,5314.00
5971,5275.00
5972,5266.00
5973,5273.00
5974,5256.00
5975,5184.00
5976,5153.00
5977,5109.00
5978,5012.00
5979,5023.00
5980,4947.00
5981,4962.00
5982,4970.00
5983,4979.00
5984,5004.00
5985,4972.00
5986,4963.00
5987,4970.00
5988,4954.00
5989,4968.00
5990,4948.00
5991,4955.00
5992,4938.00
5993,4731.00
5994,4716.00
5995,4688.00
5996,4682.00
5997,4700.00
5998,4704.00
5999,4747.00
6000,4721.00
6001,4689.00
6002,4694.00
6003,4674.00
6004,4630.00
6005,4541.00
6006,4473.00
6007,4444.00
6008,4371.00
6009,4363.00
6010,4176.00
6011,4095.00
